,subject,day,session,left_dots,right_dots,optout_type,response,accuracy,RT,block,difficulty,score
45690,2,4,1,56,50,deterministic,right,1,539.7499999999418,deterministic_optout,2.0,3.0
45691,2,4,1,50,56,deterministic,optout,False,1275.5649999999732,deterministic_optout,2.0,2.0
45692,2,4,1,50,52,deterministic,left,0,884.2350000000442,deterministic_optout,3.0,0.0
45693,2,4,1,52,50,none,right,1,1486.9950000000536,deterministic_optout,3.0,3.0
45694,2,4,1,50,52,none,left,1,1140.7649999999849,deterministic_optout,3.0,3.0
45695,2,4,1,52,50,deterministic,right,1,465.7799999999989,deterministic_optout,3.0,3.0
45696,2,4,1,64,50,deterministic,right,1,373.5599999999977,deterministic_optout,0.0,3.0
45697,2,4,1,50,56,none,left,1,1162.3299999999872,deterministic_optout,2.0,3.0
45698,2,4,1,50,52,none,left,0,394.0950000000012,deterministic_optout,3.0,0.0
45699,2,4,1,50,64,none,left,1,506.375,deterministic_optout,0.0,3.0
45700,2,4,1,56,50,deterministic,right,1,478.8649999999907,deterministic_optout,2.0,3.0
45701,2,4,1,50,56,none,left,1,654.3800000000047,deterministic_optout,2.0,3.0
45702,2,4,1,50,52,none,left,0,463.3400000000256,deterministic_optout,3.0,0.0
45703,2,4,1,50,56,deterministic,left,1,623.6200000000244,deterministic_optout,2.0,3.0
45704,2,4,1,64,50,none,right,1,490.6649999999791,deterministic_optout,0.0,3.0
45705,2,4,1,50,56,none,left,1,509.9100000000035,deterministic_optout,2.0,3.0
45706,2,4,1,50,56,deterministic,left,1,675.3800000000047,deterministic_optout,2.0,3.0
45707,2,4,1,60,50,deterministic,right,1,621.9800000000105,deterministic_optout,1.0,3.0
45708,2,4,1,64,50,deterministic,right,1,622.0450000000128,deterministic_optout,0.0,3.0
45709,2,4,1,52,50,none,right,0,1157.9550000000163,deterministic_optout,3.0,0.0
45710,2,4,1,50,56,deterministic,left,1,513.8149999999441,deterministic_optout,2.0,3.0
45711,2,4,1,56,50,deterministic,optout,False,598.929999999993,deterministic_optout,2.0,2.0
45712,2,4,1,56,50,deterministic,optout,False,531.2549999999756,deterministic_optout,2.0,2.0
45713,2,4,1,50,52,deterministic,optout,False,1047.459999999992,deterministic_optout,3.0,2.0
45714,2,4,1,56,50,none,right,1,1384.430000000022,deterministic_optout,2.0,3.0
45715,2,4,1,50,60,none,left,1,550.5800000000163,deterministic_optout,1.0,3.0
45716,2,4,1,50,52,none,left,0,1288.9950000000244,deterministic_optout,3.0,0.0
45717,2,4,1,52,50,deterministic,right,1,943.4749999999768,deterministic_optout,3.0,3.0
45718,2,4,1,60,50,deterministic,right,1,617.8050000000221,deterministic_optout,1.0,3.0
45719,2,4,1,50,64,deterministic,left,1,559.6450000000477,deterministic_optout,0.0,3.0
45720,2,4,1,50,64,stochastic,left,1,848.5650000000096,stochastic_optout,0.0,3.0
45721,2,4,1,50,64,stochastic,left,1,549.0699999999706,stochastic_optout,0.0,3.0
45722,2,4,1,50,52,stochastic,optout,False,931.9800000000104,stochastic_optout,3.0,3.0
45723,2,4,1,50,52,stochastic,left,1,1130.130000000012,stochastic_optout,3.0,3.0
45724,2,4,1,60,50,none,right,1,640.4999999999745,stochastic_optout,1.0,3.0
45725,2,4,1,50,60,none,left,1,722.2600000000057,stochastic_optout,1.0,3.0
45726,2,4,1,50,52,none,left,1,1235.774999999987,stochastic_optout,3.0,3.0
45727,2,4,1,64,50,none,right,1,529.2849999999562,stochastic_optout,0.0,3.0
45728,2,4,1,60,50,stochastic,optout,False,951.5300000000498,stochastic_optout,1.0,3.0
45729,2,4,1,50,52,none,left,1,862.455000000009,stochastic_optout,3.0,3.0
45730,2,4,1,50,52,stochastic,optout,False,640.9999999999636,stochastic_optout,3.0,3.0
45731,2,4,1,50,56,stochastic,optout,False,922.5950000000012,stochastic_optout,2.0,3.0
45732,2,4,1,56,50,stochastic,optout,False,862.4300000000221,stochastic_optout,2.0,3.0
45733,2,4,1,50,52,stochastic,optout,False,756.8450000000012,stochastic_optout,3.0,3.0
45734,2,4,1,60,50,none,right,1,550.4650000000329,stochastic_optout,1.0,3.0
45735,2,4,1,60,50,stochastic,right,1,827.2499999999927,stochastic_optout,1.0,3.0
45736,2,4,1,50,60,none,left,1,663.6550000000061,stochastic_optout,1.0,3.0
45737,2,4,1,60,50,stochastic,right,1,683.7700000000332,stochastic_optout,1.0,3.0
45738,2,4,1,60,50,stochastic,optout,False,655.4849999999933,stochastic_optout,1.0,0.0
45739,2,4,1,50,64,stochastic,left,1,621.9699999999721,stochastic_optout,0.0,3.0
45740,2,4,1,60,50,none,right,1,571.2550000000119,stochastic_optout,1.0,3.0
45741,2,4,1,50,64,none,left,1,623.4249999999956,stochastic_optout,0.0,3.0
45742,2,4,1,64,50,none,right,1,767.580000000009,stochastic_optout,0.0,3.0
45743,2,4,1,52,50,stochastic,optout,False,739.5500000000029,stochastic_optout,3.0,3.0
45744,2,4,1,60,50,stochastic,optout,False,1034.9749999999767,stochastic_optout,1.0,0.0
45745,2,4,1,60,50,none,right,0,1743.094999999979,stochastic_optout,1.0,0.0
45746,2,4,1,50,60,stochastic,left,1,617.9300000000076,stochastic_optout,1.0,3.0
45747,2,4,1,50,64,stochastic,left,1,629.7999999999884,stochastic_optout,0.0,3.0
45748,2,4,1,50,64,none,left,1,513.3700000000099,stochastic_optout,0.0,3.0
45749,2,4,1,52,50,stochastic,optout,False,697.945000000007,stochastic_optout,3.0,3.0
45750,2,4,1,50,60,stochastic,left,1,605.9999999999854,stochastic_optout,1.0,3.0
45751,2,4,1,50,64,stochastic,left,1,593.199999999968,stochastic_optout,0.0,3.0
45752,2,4,1,50,56,stochastic,left,1,601.5599999999977,stochastic_optout,2.0,3.0
45753,2,4,1,50,64,none,left,1,601.5199999999895,stochastic_optout,0.0,3.0
45754,2,4,1,56,50,stochastic,optout,False,1146.9549999999872,stochastic_optout,2.0,3.0
45755,2,4,1,50,64,stochastic,left,1,592.1500000000087,stochastic_optout,0.0,3.0
45756,2,4,1,64,50,stochastic,right,1,517.5000000000437,stochastic_optout,0.0,3.0
45757,2,4,1,50,64,none,left,1,504.0050000000047,stochastic_optout,0.0,3.0
45758,2,4,1,50,56,stochastic,optout,False,612.0900000000256,stochastic_optout,2.0,0.0
45759,2,4,1,50,60,stochastic,optout,False,837.8800000000338,stochastic_optout,1.0,3.0
45760,2,4,1,60,50,stochastic,right,1,559.6699999999837,stochastic_optout,1.0,3.0
45761,2,4,1,50,60,stochastic,optout,False,647.8300000000017,stochastic_optout,1.0,3.0
45762,2,4,1,64,50,none,right,1,553.9549999999726,stochastic_optout,0.0,3.0
45763,2,4,1,64,50,stochastic,right,1,554.7099999999919,stochastic_optout,0.0,3.0
45764,2,4,1,50,52,stochastic,optout,False,840.1600000000326,stochastic_optout,3.0,3.0
45765,2,4,1,56,50,none,right,1,534.6349999999802,stochastic_optout,2.0,3.0
45766,2,4,1,50,52,stochastic,optout,False,862.0200000000332,stochastic_optout,3.0,3.0
45767,2,4,1,52,50,stochastic,right,1,628.754999999961,stochastic_optout,3.0,3.0
45768,2,4,1,50,56,stochastic,optout,False,667.7149999999965,stochastic_optout,2.0,3.0
45769,2,4,1,50,60,stochastic,left,1,519.7200000000012,stochastic_optout,1.0,3.0
45770,2,4,1,50,64,stochastic,left,1,578.8249999999971,stochastic_optout,0.0,3.0
45771,2,4,1,52,50,stochastic,right,1,548.2949999999983,stochastic_optout,3.0,3.0
45772,2,4,1,50,56,none,left,1,671.0,stochastic_optout,2.0,3.0
45773,2,4,1,60,50,stochastic,optout,False,683.5849999999919,stochastic_optout,1.0,3.0
45774,2,4,1,56,50,stochastic,right,1,548.4950000000099,stochastic_optout,2.0,3.0
45775,2,4,1,64,50,stochastic,right,1,572.2599999999657,stochastic_optout,0.0,3.0
45776,2,4,1,56,50,none,right,1,863.4999999999418,stochastic_optout,2.0,3.0
45777,2,4,1,50,64,none,left,1,485.8100000000122,stochastic_optout,0.0,3.0
45778,2,4,1,64,50,stochastic,right,1,630.8400000000402,stochastic_optout,0.0,3.0
45779,2,4,1,56,50,none,right,1,1043.4200000000856,stochastic_optout,2.0,3.0
45780,2,4,1,64,50,stochastic,right,1,499.6750000000175,stochastic_optout,0.0,3.0
45781,2,4,1,52,50,none,right,0,928.4499999999972,stochastic_optout,3.0,0.0
45782,2,4,1,50,52,none,left,1,1413.49500000001,stochastic_optout,3.0,3.0
45783,2,4,1,60,50,stochastic,right,1,694.5499999999447,stochastic_optout,1.0,3.0
45784,2,4,1,50,64,stochastic,left,1,528.5099999999802,stochastic_optout,0.0,3.0
45785,2,4,1,50,60,stochastic,optout,False,1150.3649999999616,stochastic_optout,1.0,3.0
45786,2,4,1,52,50,stochastic,optout,False,1227.12999999999,stochastic_optout,3.0,3.0
45787,2,4,1,50,56,stochastic,left,1,696.4700000000885,stochastic_optout,2.0,3.0
45788,2,4,1,50,64,stochastic,left,1,614.8700000000099,stochastic_optout,0.0,3.0
45789,2,4,1,50,52,stochastic,optout,False,793.6100000000733,stochastic_optout,3.0,3.0
45790,2,4,1,50,60,stochastic,left,1,644.4850000000151,stochastic_optout,1.0,3.0
45791,2,4,1,56,50,stochastic,right,1,799.7999999999884,stochastic_optout,2.0,3.0
45792,2,4,1,50,56,stochastic,optout,False,949.820000000036,stochastic_optout,2.0,3.0
45793,2,4,1,50,52,stochastic,left,0,1004.2300000000104,stochastic_optout,3.0,0.0
45794,2,4,1,64,50,stochastic,right,1,667.3950000000477,stochastic_optout,0.0,3.0
45795,2,4,1,50,60,stochastic,left,1,648.6650000000373,stochastic_optout,1.0,3.0
45796,2,4,1,64,50,none,right,1,814.75,stochastic_optout,0.0,3.0
45797,2,4,1,50,52,stochastic,optout,False,901.9150000000373,stochastic_optout,3.0,0.0
45798,2,4,1,50,56,stochastic,optout,False,1501.189999999944,stochastic_optout,2.0,3.0
45799,2,4,1,50,56,none,left,0,2731.040000000008,stochastic_optout,2.0,0.0
45800,2,4,1,56,50,stochastic,right,1,645.5549999999639,stochastic_optout,2.0,3.0
45801,2,4,1,56,50,none,right,1,758.5400000000373,stochastic_optout,2.0,3.0
45802,2,4,1,52,50,none,right,1,1250.4249999999593,stochastic_optout,3.0,3.0
45803,2,4,1,64,50,stochastic,right,1,697.7000000000698,stochastic_optout,0.0,3.0
45804,2,4,1,50,56,stochastic,optout,False,772.3700000000244,stochastic_optout,2.0,3.0
45805,2,4,1,52,50,stochastic,optout,False,1070.2649999999558,stochastic_optout,3.0,0.0
45806,2,4,1,52,50,stochastic,optout,False,945.2949999999836,stochastic_optout,3.0,3.0
45807,2,4,1,64,50,stochastic,right,1,706.8999999999069,stochastic_optout,0.0,3.0
45808,2,4,1,50,52,stochastic,optout,False,884.6250000000291,stochastic_optout,3.0,3.0
45809,2,4,1,50,56,none,left,1,981.619999999908,stochastic_optout,2.0,3.0
45810,2,4,1,52,50,stochastic,optout,False,1208.6050000000396,stochastic_optout,3.0,3.0
45811,2,4,1,50,56,none,left,1,754.0400000000373,stochastic_optout,2.0,3.0
45812,2,4,1,52,50,none,right,1,679.4949999999662,stochastic_optout,3.0,3.0
45813,2,4,1,52,50,none,right,0,1981.530000000028,stochastic_optout,3.0,0.0
45814,2,4,1,64,50,stochastic,optout,False,1114.4049999999406,stochastic_optout,0.0,3.0
45815,2,4,1,50,56,stochastic,left,1,604.8200000000361,stochastic_optout,2.0,3.0
45816,2,4,1,56,50,stochastic,right,1,672.4350000000559,stochastic_optout,2.0,3.0
45817,2,4,1,50,52,none,left,1,1217.040000000008,stochastic_optout,3.0,3.0
45818,2,4,1,50,60,none,left,1,840.5899999999092,stochastic_optout,1.0,3.0
45819,2,4,1,50,64,stochastic,left,1,535.2450000000244,stochastic_optout,0.0,3.0
45820,2,4,1,56,50,none,right,1,690.5900000000547,stochastic_optout,2.0,3.0
45821,2,4,1,56,50,stochastic,right,1,683.4300000000221,stochastic_optout,2.0,3.0
45822,2,4,1,64,50,stochastic,right,1,677.2649999999267,stochastic_optout,0.0,3.0
45823,2,4,1,60,50,none,right,1,637.899999999936,stochastic_optout,1.0,3.0
45824,2,4,1,52,50,none,right,0,814.4449999999779,stochastic_optout,3.0,0.0
45825,2,4,1,60,50,stochastic,right,1,637.335000000021,stochastic_optout,1.0,3.0
45826,2,4,1,64,50,none,right,1,665.4949999999662,stochastic_optout,0.0,3.0
45827,2,4,1,50,52,none,left,1,750.0649999999441,stochastic_optout,3.0,3.0
45828,2,4,1,56,50,stochastic,optout,False,1314.1950000000652,stochastic_optout,2.0,3.0
45829,2,4,1,50,56,none,left,1,554.625,stochastic_optout,2.0,3.0
45830,2,4,1,50,60,stochastic,optout,False,1078.4250000000466,stochastic_optout,1.0,3.0
45831,2,4,1,56,50,stochastic,right,0,702.5450000001001,stochastic_optout,2.0,0.0
45832,2,4,1,50,60,stochastic,left,1,668.6700000000419,stochastic_optout,1.0,3.0
45833,2,4,1,60,50,stochastic,optout,False,697.6599999999162,stochastic_optout,1.0,3.0
45834,2,4,1,52,50,stochastic,optout,False,992.530000000086,stochastic_optout,3.0,3.0
45835,2,4,1,56,50,stochastic,right,1,666.1350000000675,stochastic_optout,2.0,3.0
45836,2,4,1,50,56,stochastic,left,1,608.4500000000698,stochastic_optout,2.0,3.0
45837,2,4,1,52,50,stochastic,optout,False,665.9349999999977,stochastic_optout,3.0,0.0
45838,2,4,1,50,60,none,left,1,643.0050000000338,stochastic_optout,1.0,3.0
45839,2,4,1,50,60,none,left,1,835.8600000000151,stochastic_optout,1.0,3.0
45840,3,4,1,50,56,deterministic,left,1,754.9899999867193,deterministic_optout,2.0,3.0
45841,3,4,1,50,56,none,left,1,882.1800000150688,deterministic_optout,2.0,3.0
45842,3,4,1,50,60,none,left,1,691.1550000077114,deterministic_optout,1.0,3.0
45843,3,4,1,50,64,none,left,1,705.3500000038184,deterministic_optout,0.0,3.0
45844,3,4,1,64,50,deterministic,right,1,732.224999985192,deterministic_optout,0.0,3.0
45845,3,4,1,50,52,none,left,1,965.5349999666214,deterministic_optout,3.0,3.0
45846,3,4,1,52,50,deterministic,right,1,729.8049999517389,deterministic_optout,3.0,3.0
45847,3,4,1,50,52,none,left,0,1149.5599999907429,deterministic_optout,3.0,0.0
45848,3,4,1,50,60,deterministic,left,1,609.0499999700114,deterministic_optout,1.0,3.0
45849,3,4,1,52,50,deterministic,right,0,757.9200000036508,deterministic_optout,3.0,0.0
45850,3,4,1,60,50,deterministic,right,1,647.57999998983,deterministic_optout,1.0,3.0
45851,3,4,1,50,52,deterministic,left,1,644.5800000219606,deterministic_optout,3.0,3.0
45852,3,4,1,64,50,none,right,1,650.8550000144169,deterministic_optout,0.0,3.0
45853,3,4,1,56,50,deterministic,right,1,680.3250000230037,deterministic_optout,2.0,3.0
45854,3,4,1,50,60,none,left,1,682.3050000239164,deterministic_optout,1.0,3.0
45855,3,4,1,50,52,deterministic,left,1,1041.205000015907,deterministic_optout,3.0,3.0
45856,3,4,1,52,50,none,right,0,1028.3099999651313,deterministic_optout,3.0,0.0
45857,3,4,1,64,50,deterministic,right,1,591.6800000122748,deterministic_optout,0.0,3.0
45858,3,4,1,50,56,deterministic,left,1,693.2399999932386,deterministic_optout,2.0,3.0
45859,3,4,1,50,52,none,left,0,711.6900000255555,deterministic_optout,3.0,0.0
45860,3,4,1,60,50,none,right,0,747.8000000119209,deterministic_optout,1.0,0.0
45861,3,4,1,50,60,deterministic,left,1,698.2549999956973,deterministic_optout,1.0,3.0
45862,3,4,1,50,56,none,left,1,755.765000008978,deterministic_optout,2.0,3.0
45863,3,4,1,64,50,deterministic,right,1,869.1899999976158,deterministic_optout,0.0,3.0
45864,3,4,1,50,56,deterministic,left,1,761.8650000076741,deterministic_optout,2.0,3.0
45865,3,4,1,50,60,deterministic,left,1,638.2699999958277,deterministic_optout,1.0,3.0
45866,3,4,1,52,50,none,right,1,738.7899999739602,deterministic_optout,3.0,3.0
45867,3,4,1,64,50,deterministic,right,1,573.4350000275299,deterministic_optout,0.0,3.0
45868,3,4,1,56,50,none,right,1,892.0599999837577,deterministic_optout,2.0,3.0
45869,3,4,1,52,50,deterministic,right,0,829.8100000247359,deterministic_optout,3.0,0.0
45870,3,4,1,50,56,deterministic,optout,False,993.2799999951384,deterministic_optout,2.0,2.0
45871,3,4,1,64,50,deterministic,right,1,708.6600000038743,deterministic_optout,0.0,3.0
45872,3,4,1,50,60,deterministic,optout,False,1078.544999996666,deterministic_optout,1.0,2.0
45873,3,4,1,60,50,none,right,1,790.1150000398047,deterministic_optout,1.0,3.0
45874,3,4,1,52,50,deterministic,right,1,706.8800000124611,deterministic_optout,3.0,3.0
45875,3,4,1,50,56,none,left,1,559.7100000013597,deterministic_optout,2.0,3.0
45876,3,4,1,50,56,none,left,1,858.9499999652617,deterministic_optout,2.0,3.0
45877,3,4,1,60,50,deterministic,right,1,958.4100000211038,deterministic_optout,1.0,3.0
45878,3,4,1,50,56,deterministic,optout,False,804.0400000172667,deterministic_optout,2.0,2.0
45879,3,4,1,64,50,none,right,1,645.4199999570847,deterministic_optout,0.0,3.0
45880,3,4,1,60,50,deterministic,right,1,554.9200000241399,deterministic_optout,1.0,3.0
45881,3,4,1,50,64,none,left,1,662.1449999511242,deterministic_optout,0.0,3.0
45882,3,4,1,52,50,none,right,0,628.3650000113994,deterministic_optout,3.0,0.0
45883,3,4,1,52,50,deterministic,optout,False,970.0700000394136,deterministic_optout,3.0,2.0
45884,3,4,1,64,50,deterministic,right,1,610.019999963697,deterministic_optout,0.0,3.0
45885,3,4,1,60,50,deterministic,right,1,587.4949999852106,deterministic_optout,1.0,3.0
45886,3,4,1,50,52,deterministic,left,1,590.9049999900162,deterministic_optout,3.0,3.0
45887,3,4,1,50,52,deterministic,left,1,790.5899999896064,deterministic_optout,3.0,3.0
45888,3,4,1,50,56,deterministic,left,1,683.5149999824353,deterministic_optout,2.0,3.0
45889,3,4,1,52,50,deterministic,right,0,608.8500000187196,deterministic_optout,3.0,0.0
45890,3,4,1,50,56,deterministic,left,1,628.0200000037439,deterministic_optout,2.0,3.0
45891,3,4,1,52,50,deterministic,right,1,675.4899999941699,deterministic_optout,3.0,3.0
45892,3,4,1,60,50,deterministic,optout,False,920.8800000487828,deterministic_optout,1.0,2.0
45893,3,4,1,56,50,none,right,0,961.9050000328572,deterministic_optout,2.0,0.0
45894,3,4,1,50,52,deterministic,optout,False,1053.2949999906125,deterministic_optout,3.0,2.0
45895,3,4,1,52,50,deterministic,optout,False,871.2049999739975,deterministic_optout,3.0,2.0
45896,3,4,1,52,50,deterministic,optout,False,851.2249999912456,deterministic_optout,3.0,2.0
45897,3,4,1,60,50,deterministic,optout,False,754.5749999699183,deterministic_optout,1.0,2.0
45898,3,4,1,50,60,none,left,1,845.2450000331737,deterministic_optout,1.0,3.0
45899,3,4,1,64,50,deterministic,right,1,558.9250000193715,deterministic_optout,0.0,3.0
45900,3,4,1,56,50,deterministic,right,1,626.700000022538,deterministic_optout,2.0,3.0
45901,3,4,1,56,50,deterministic,optout,False,822.5300000049174,deterministic_optout,2.0,2.0
45902,3,4,1,50,60,none,left,1,1225.3750000381842,deterministic_optout,1.0,3.0
45903,3,4,1,50,64,none,left,1,719.0600000321865,deterministic_optout,0.0,3.0
45904,3,4,1,52,50,none,right,1,963.5699999635108,deterministic_optout,3.0,3.0
45905,3,4,1,60,50,deterministic,right,1,692.5650000339374,deterministic_optout,1.0,3.0
45906,3,4,1,64,50,none,right,1,611.8450000067241,deterministic_optout,0.0,3.0
45907,3,4,1,56,50,deterministic,optout,False,1019.7949999710544,deterministic_optout,2.0,2.0
45908,3,4,1,64,50,deterministic,right,1,546.0399999865331,deterministic_optout,0.0,3.0
45909,3,4,1,50,56,deterministic,left,1,644.7649999754503,deterministic_optout,2.0,3.0
45910,3,4,1,50,64,deterministic,left,1,681.914999964647,deterministic_optout,0.0,3.0
45911,3,4,1,60,50,deterministic,right,1,678.74500004109,deterministic_optout,1.0,3.0
45912,3,4,1,56,50,deterministic,right,0,816.6549999732524,deterministic_optout,2.0,0.0
45913,3,4,1,50,60,none,left,1,959.9650000454858,deterministic_optout,1.0,3.0
45914,3,4,1,50,64,deterministic,left,1,609.2249999637716,deterministic_optout,0.0,3.0
45915,3,4,1,50,64,deterministic,left,1,709.9999999627471,deterministic_optout,0.0,3.0
45916,3,4,1,56,50,deterministic,right,0,639.5050000282936,deterministic_optout,2.0,0.0
45917,3,4,1,50,56,none,left,1,578.3550000051036,deterministic_optout,2.0,3.0
45918,3,4,1,50,52,deterministic,left,1,729.0250000078231,deterministic_optout,3.0,3.0
45919,3,4,1,50,52,deterministic,left,1,551.2349999626167,deterministic_optout,3.0,3.0
45920,3,4,1,56,50,deterministic,right,1,749.4750000187196,deterministic_optout,2.0,3.0
45921,3,4,1,60,50,none,right,1,957.524999976158,deterministic_optout,1.0,3.0
45922,3,4,1,50,56,deterministic,left,1,570.1700000208803,deterministic_optout,2.0,3.0
45923,3,4,1,56,50,deterministic,right,1,700.6949999486096,deterministic_optout,2.0,3.0
45924,3,4,1,50,64,deterministic,left,1,597.5600000238046,deterministic_optout,0.0,3.0
45925,3,4,1,56,50,none,right,1,767.5949999829754,deterministic_optout,2.0,3.0
45926,3,4,1,50,64,deterministic,left,1,613.9100000145845,deterministic_optout,0.0,3.0
45927,3,4,1,50,52,deterministic,optout,False,859.6500000567175,deterministic_optout,3.0,2.0
45928,3,4,1,50,60,deterministic,left,1,762.73499999661,deterministic_optout,1.0,3.0
45929,3,4,1,50,64,deterministic,left,1,626.9099999917671,deterministic_optout,0.0,3.0
45930,3,4,1,50,56,deterministic,left,1,637.4000000068918,deterministic_optout,2.0,3.0
45931,3,4,1,60,50,none,right,1,479.74499996053055,deterministic_optout,1.0,3.0
45932,3,4,1,56,50,none,right,1,764.6100000129081,deterministic_optout,2.0,3.0
45933,3,4,1,50,60,deterministic,left,1,568.2299999753013,deterministic_optout,1.0,3.0
45934,3,4,1,64,50,deterministic,right,1,593.8800000003539,deterministic_optout,0.0,3.0
45935,3,4,1,52,50,deterministic,optout,False,929.3450000113808,deterministic_optout,3.0,2.0
45936,3,4,1,50,60,deterministic,left,1,526.0899999993853,deterministic_optout,1.0,3.0
45937,3,4,1,50,52,deterministic,optout,False,960.2999999769964,deterministic_optout,3.0,2.0
45938,3,4,1,50,64,deterministic,left,1,553.055000025779,deterministic_optout,0.0,3.0
45939,3,4,1,60,50,deterministic,right,1,510.1699999650009,deterministic_optout,1.0,3.0
45940,3,4,1,50,64,deterministic,left,1,574.4749999721535,deterministic_optout,0.0,3.0
45941,3,4,1,56,50,deterministic,right,1,795.6600000034086,deterministic_optout,2.0,3.0
45942,3,4,1,50,52,none,left,1,645.2050000079907,deterministic_optout,3.0,3.0
45943,3,4,1,52,50,none,right,0,586.7849999922328,deterministic_optout,3.0,0.0
45944,3,4,1,64,50,deterministic,right,1,602.8449999867007,deterministic_optout,0.0,3.0
45945,3,4,1,50,60,deterministic,optout,False,897.5050000008196,deterministic_optout,1.0,2.0
45946,3,4,1,64,50,none,right,1,578.8000000175089,deterministic_optout,0.0,3.0
45947,3,4,1,56,50,deterministic,right,1,817.8399999742396,deterministic_optout,2.0,3.0
45948,3,4,1,50,60,deterministic,left,0,1040.1999999885447,deterministic_optout,1.0,0.0
45949,3,4,1,60,50,deterministic,optout,False,834.595000022091,deterministic_optout,1.0,2.0
45950,3,4,1,60,50,none,right,1,696.1049999808893,deterministic_optout,1.0,3.0
45951,3,4,1,50,52,deterministic,optout,False,872.7949999738485,deterministic_optout,3.0,2.0
45952,3,4,1,56,50,none,right,1,698.2450000359677,deterministic_optout,2.0,3.0
45953,3,4,1,50,52,none,left,0,1307.3800000129268,deterministic_optout,3.0,0.0
45954,3,4,1,50,64,deterministic,left,1,544.4900000002235,deterministic_optout,0.0,3.0
45955,3,4,1,64,50,none,right,1,537.4949999968521,deterministic_optout,0.0,3.0
45956,3,4,1,50,60,deterministic,left,1,570.4850000329316,deterministic_optout,1.0,3.0
45957,3,4,1,50,64,none,left,1,529.5700000133365,deterministic_optout,0.0,3.0
45958,3,4,1,50,64,none,left,1,538.3850000216626,deterministic_optout,0.0,3.0
45959,3,4,1,50,64,deterministic,left,1,671.8999999575317,deterministic_optout,0.0,3.0
45960,3,4,1,52,50,stochastic,right,1,628.2350000110455,stochastic_optout,3.0,3.0
45961,3,4,1,60,50,stochastic,right,1,522.690000012517,stochastic_optout,1.0,3.0
45962,3,4,1,64,50,stochastic,right,1,522.7650000015274,stochastic_optout,0.0,3.0
45963,3,4,1,50,52,stochastic,optout,False,1357.57500003092,stochastic_optout,3.0,0.0
45964,3,4,1,50,60,none,left,1,578.7649999838322,stochastic_optout,1.0,3.0
45965,3,4,1,50,52,none,left,1,776.5200000139885,stochastic_optout,3.0,3.0
45966,3,4,1,50,60,stochastic,left,1,620.7200000062585,stochastic_optout,1.0,3.0
45967,3,4,1,56,50,stochastic,right,1,584.9550000275485,stochastic_optout,2.0,3.0
45968,3,4,1,64,50,stochastic,right,1,653.7349999998696,stochastic_optout,0.0,3.0
45969,3,4,1,50,64,stochastic,left,1,543.1199999875389,stochastic_optout,0.0,3.0
45970,3,4,1,60,50,stochastic,right,1,693.9750000019558,stochastic_optout,1.0,3.0
45971,3,4,1,50,64,none,left,1,818.6700000078417,stochastic_optout,0.0,3.0
45972,3,4,1,50,64,none,left,1,645.5599999753758,stochastic_optout,0.0,3.0
45973,3,4,1,64,50,none,right,1,570.4450000193901,stochastic_optout,0.0,3.0
45974,3,4,1,64,50,none,right,1,613.0850000190549,stochastic_optout,0.0,3.0
45975,3,4,1,50,60,stochastic,left,1,542.940000013914,stochastic_optout,1.0,3.0
45976,3,4,1,50,56,stochastic,left,1,644.510000012815,stochastic_optout,2.0,3.0
45977,3,4,1,56,50,stochastic,right,1,1241.3899999810385,stochastic_optout,2.0,3.0
45978,3,4,1,50,64,stochastic,left,1,535.4899999802001,stochastic_optout,0.0,3.0
45979,3,4,1,56,50,stochastic,right,1,553.7699999986216,stochastic_optout,2.0,3.0
45980,3,4,1,52,50,stochastic,right,0,667.0799999847077,stochastic_optout,3.0,0.0
45981,3,4,1,50,56,none,left,1,729.8500000033528,stochastic_optout,2.0,3.0
45982,3,4,1,50,60,none,left,1,620.5250000348315,stochastic_optout,1.0,3.0
45983,3,4,1,60,50,stochastic,right,1,607.5650000129826,stochastic_optout,1.0,3.0
45984,3,4,1,60,50,none,right,1,647.9299999773502,stochastic_optout,1.0,3.0
45985,3,4,1,50,64,stochastic,left,1,570.1849999604747,stochastic_optout,0.0,3.0
45986,3,4,1,52,50,stochastic,right,1,632.5450000003912,stochastic_optout,3.0,3.0
45987,3,4,1,52,50,none,right,1,573.0900000198744,stochastic_optout,3.0,3.0
45988,3,4,1,50,64,stochastic,left,1,573.8000000128523,stochastic_optout,0.0,3.0
45989,3,4,1,50,60,none,left,1,520.9850000101142,stochastic_optout,1.0,3.0
45990,3,4,1,50,60,stochastic,left,0,667.029999953229,stochastic_optout,1.0,0.0
45991,3,4,1,52,50,stochastic,right,1,549.8549999902025,stochastic_optout,3.0,3.0
45992,3,4,1,52,50,stochastic,optout,False,1107.2200000053272,stochastic_optout,3.0,0.0
45993,3,4,1,56,50,none,right,1,774.3500000215136,stochastic_optout,2.0,3.0
45994,3,4,1,60,50,stochastic,right,1,700.5549999885261,stochastic_optout,1.0,3.0
45995,3,4,1,60,50,stochastic,optout,False,972.7700000512414,stochastic_optout,1.0,3.0
45996,3,4,1,50,56,stochastic,left,1,665.3799999621697,stochastic_optout,2.0,3.0
45997,3,4,1,50,64,stochastic,left,1,613.6249999981374,stochastic_optout,0.0,3.0
45998,3,4,1,60,50,stochastic,right,1,597.0600000000559,stochastic_optout,1.0,3.0
