,subject,day,session,left_dots,right_dots,optout_type,response,accuracy,RT,block,difficulty,score
2516,11,1,2,50,60,deterministic,left,1,1606.459999922663,deterministic_optout,1.0,3.0
2517,11,1,2,64,50,none,right,1,1150.0450000166893,deterministic_optout,0.0,3.0
2518,11,1,2,50,52,deterministic,left,1,893.550000153482,deterministic_optout,3.0,3.0
2519,11,1,2,50,52,deterministic,left,1,1078.729999717325,deterministic_optout,3.0,3.0
2520,11,1,2,60,50,stochastic,right,1,1505.034999921918,stochastic_optout,1.0,3.0
2521,11,1,2,64,50,stochastic,right,1,1113.9700002968311,stochastic_optout,0.0,3.0
2522,11,1,2,50,60,stochastic,optout,False,10944.84500028193,stochastic_optout,1.0,3.0
2523,11,1,2,50,64,stochastic,left,1,2236.7099998518825,stochastic_optout,0.0,3.0
2524,11,1,2,60,50,stochastic,right,1,1044.8849997483194,stochastic_optout,1.0,3.0
2525,11,1,2,64,50,none,right,1,897.1100002527237,stochastic_optout,0.0,3.0
2526,11,1,2,52,50,stochastic,right,0,1524.015000090003,stochastic_optout,3.0,0.0
2527,11,1,2,56,50,stochastic,right,1,9133.565000258386,stochastic_optout,2.0,3.0
2528,11,1,2,56,50,none,right,1,885.3949997574091,stochastic_optout,2.0,3.0
2529,11,1,2,52,50,stochastic,right,1,11524.05499992892,stochastic_optout,3.0,3.0
2530,11,1,2,60,50,stochastic,right,1,984.4400002621114,stochastic_optout,1.0,3.0
2531,11,1,2,52,50,stochastic,right,1,1444.9500003829598,stochastic_optout,3.0,3.0
2532,11,1,2,50,64,stochastic,left,1,1047.5500002503395,stochastic_optout,0.0,3.0
2533,11,1,2,56,50,none,right,1,844.8950001038611,stochastic_optout,2.0,3.0
2534,11,1,2,50,52,stochastic,optout,False,3413.3050004020333,stochastic_optout,3.0,3.0
2535,11,1,2,50,56,none,left,1,1231.8850001320243,stochastic_optout,2.0,3.0
2536,11,1,2,56,50,stochastic,right,1,819.7749997489154,stochastic_optout,2.0,3.0
2537,11,1,2,64,50,none,right,1,1274.1899997927248,stochastic_optout,0.0,3.0
2538,11,1,2,56,50,none,right,1,2109.0050004422665,stochastic_optout,2.0,3.0
2539,11,1,2,52,50,stochastic,right,1,9146.164999809116,stochastic_optout,3.0,3.0
2540,11,1,2,50,64,none,left,1,863.4950001724064,stochastic_optout,0.0,3.0
2541,11,1,2,50,56,stochastic,left,1,1288.8599997386336,stochastic_optout,2.0,3.0
2542,11,1,2,52,50,none,right,1,18345.6450002268,stochastic_optout,3.0,3.0
2543,11,1,2,50,60,stochastic,left,1,1102.6400001719594,stochastic_optout,1.0,3.0
2544,11,1,2,52,50,stochastic,right,1,943.674999754876,stochastic_optout,3.0,3.0
2545,11,1,2,50,56,stochastic,left,1,967.6000000908972,stochastic_optout,2.0,3.0
2546,11,1,2,50,64,stochastic,left,1,1015.2350002899766,stochastic_optout,0.0,3.0
2547,11,1,2,50,56,none,left,1,1465.094999875873,stochastic_optout,2.0,3.0
2548,11,1,2,56,50,stochastic,right,1,1038.0150000564754,stochastic_optout,2.0,3.0
2549,11,1,2,50,56,stochastic,left,1,1341.2999999709427,stochastic_optout,2.0,3.0
2550,11,1,2,50,60,stochastic,left,1,1333.5750000551343,stochastic_optout,1.0,3.0
2551,11,1,2,50,64,none,left,1,935.554999858141,stochastic_optout,0.0,3.0
2552,11,1,2,64,50,stochastic,right,1,927.9249999672174,stochastic_optout,0.0,3.0
2553,11,1,2,60,50,stochastic,right,1,1790.785000193864,stochastic_optout,1.0,3.0
2554,11,1,2,52,50,stochastic,optout,False,12082.260000053791,stochastic_optout,3.0,0.0
2555,11,1,2,56,50,stochastic,right,1,1785.6350000947714,stochastic_optout,2.0,3.0
2556,11,1,2,50,64,stochastic,left,1,943.4549999423324,stochastic_optout,0.0,3.0
2557,11,1,2,50,60,stochastic,left,1,903.4699997864664,stochastic_optout,1.0,3.0
2558,11,1,2,50,60,stochastic,left,1,985.2300002239645,stochastic_optout,1.0,3.0
2559,11,1,2,64,50,none,right,1,1253.485000226647,stochastic_optout,0.0,3.0
2560,11,1,2,50,60,none,left,1,1073.7450001761315,stochastic_optout,1.0,3.0
2561,11,1,2,64,50,stochastic,right,1,1434.679999947548,stochastic_optout,0.0,3.0
2562,11,1,2,50,52,stochastic,left,1,1356.0850000940263,stochastic_optout,3.0,3.0
2563,11,1,2,56,50,stochastic,optout,False,1884.6750003285704,stochastic_optout,2.0,3.0
2564,11,1,2,64,50,stochastic,right,1,993.434999603778,stochastic_optout,0.0,3.0
2565,11,1,2,52,50,none,right,1,8894.410000182688,stochastic_optout,3.0,3.0
2566,11,1,2,50,56,stochastic,left,1,783.5399997420609,stochastic_optout,2.0,3.0
2567,11,1,2,50,52,stochastic,left,1,959.3600002117456,stochastic_optout,3.0,3.0
2568,11,1,2,50,52,stochastic,optout,False,13640.30999969691,stochastic_optout,3.0,3.0
2569,11,1,2,56,50,stochastic,right,1,906.27000015229,stochastic_optout,2.0,3.0
2570,11,1,2,50,56,stochastic,left,1,1090.5349999666214,stochastic_optout,2.0,3.0
2571,11,1,2,52,50,stochastic,optout,False,2788.2799999788404,stochastic_optout,3.0,3.0
2572,11,1,2,50,60,none,left,1,1130.5050002411008,stochastic_optout,1.0,3.0
2573,11,1,2,60,50,none,right,1,928.9150000549852,stochastic_optout,1.0,3.0
2574,11,1,2,52,50,none,right,1,1642.6949999295175,stochastic_optout,3.0,3.0
2575,11,1,2,56,50,stochastic,right,1,10315.140000078827,stochastic_optout,2.0,3.0
2576,11,1,2,50,52,none,left,1,17922.059999778867,stochastic_optout,3.0,3.0
2577,11,1,2,50,52,none,left,1,10803.05500002578,stochastic_optout,3.0,3.0
2578,11,1,2,64,50,stochastic,right,1,816.4150002412498,stochastic_optout,0.0,3.0
2579,11,1,2,52,50,stochastic,optout,False,12736.15000024438,stochastic_optout,3.0,3.0
2580,11,1,2,50,56,stochastic,left,1,1043.50999975577,stochastic_optout,2.0,3.0
2581,11,1,2,50,56,stochastic,optout,False,13841.905000153927,stochastic_optout,2.0,3.0
2582,11,1,2,64,50,none,right,1,1657.494999933988,stochastic_optout,0.0,3.0
2583,11,1,2,60,50,none,right,1,1276.9550001248715,stochastic_optout,1.0,3.0
2584,11,1,2,56,50,none,right,1,1063.675000332296,stochastic_optout,2.0,3.0
2585,11,1,2,64,50,stochastic,right,1,1002.570000011474,stochastic_optout,0.0,3.0
2586,11,1,2,50,64,stochastic,left,1,923.204999882728,stochastic_optout,0.0,3.0
2587,11,1,2,50,64,stochastic,left,1,1115.7900001853704,stochastic_optout,0.0,3.0
2588,11,1,2,50,60,stochastic,left,1,1693.0749998427927,stochastic_optout,1.0,3.0
2589,11,1,2,52,50,none,right,1,872.7949997410178,stochastic_optout,3.0,3.0
2590,11,1,2,50,56,none,left,1,8895.010000094771,stochastic_optout,2.0,3.0
2591,11,1,2,60,50,none,right,1,1160.500000230968,stochastic_optout,1.0,3.0
2592,11,1,2,50,64,stochastic,left,1,905.8400001376868,stochastic_optout,0.0,3.0
2593,11,1,2,50,52,stochastic,left,1,1585.900000296533,stochastic_optout,3.0,3.0
2594,11,1,2,50,64,stochastic,left,1,969.7050000540912,stochastic_optout,0.0,3.0
2595,11,1,2,50,52,stochastic,left,0,982.3900000192224,stochastic_optout,3.0,0.0
2596,11,1,2,50,64,stochastic,left,1,1033.1599996425211,stochastic_optout,0.0,3.0
2597,11,1,2,52,50,none,right,1,892.6800000481308,stochastic_optout,3.0,3.0
2598,11,1,2,50,64,none,left,1,961.244999896735,stochastic_optout,0.0,3.0
2599,11,1,2,50,60,none,left,1,1217.149999924004,stochastic_optout,1.0,3.0
2600,11,1,2,50,64,none,left,1,999.1500000469388,stochastic_optout,0.0,3.0
2601,11,1,2,50,64,stochastic,left,0,968.1150000542402,stochastic_optout,0.0,0.0
2602,11,1,2,60,50,stochastic,right,1,640.7349999062717,stochastic_optout,1.0,3.0
2603,11,1,2,64,50,stochastic,optout,False,1892.665000166744,stochastic_optout,0.0,3.0
2604,11,1,2,50,52,stochastic,left,1,1066.54499983415,stochastic_optout,3.0,3.0
2605,11,1,2,64,50,stochastic,right,1,1632.9600000754,stochastic_optout,0.0,3.0
2606,11,1,2,50,60,none,left,1,1013.8949998654424,stochastic_optout,1.0,3.0
2607,11,1,2,64,50,stochastic,right,1,973.435000050813,stochastic_optout,0.0,3.0
2608,11,1,2,50,52,stochastic,optout,False,16578.765000216663,stochastic_optout,3.0,0.0
2609,11,1,2,50,52,stochastic,left,1,1506.5150000154972,stochastic_optout,3.0,3.0
2610,11,1,2,50,56,stochastic,left,0,13125.63499994576,stochastic_optout,2.0,0.0
2611,11,1,2,50,64,none,left,1,971.8550001271068,stochastic_optout,0.0,3.0
2612,11,1,2,52,50,stochastic,right,1,1147.0550000667572,stochastic_optout,3.0,3.0
2613,11,1,2,56,50,none,right,1,10279.190000146627,stochastic_optout,2.0,3.0
2614,11,1,2,60,50,stochastic,right,1,1327.8799997642636,stochastic_optout,1.0,3.0
2615,11,1,2,50,56,stochastic,optout,False,15779.250000137836,stochastic_optout,2.0,3.0
2616,11,1,2,60,50,stochastic,right,1,969.8949996381998,stochastic_optout,1.0,3.0
2617,11,1,2,56,50,stochastic,right,1,922.3000002093612,stochastic_optout,2.0,3.0
2618,11,1,2,64,50,none,right,1,710.0700000301003,stochastic_optout,0.0,3.0
2619,11,1,2,64,50,stochastic,right,1,904.5600001700222,stochastic_optout,0.0,3.0
2620,11,1,2,50,52,none,left,0,9891.520000062885,stochastic_optout,3.0,0.0
2621,11,1,2,50,60,none,left,1,939.3200003542006,stochastic_optout,1.0,3.0
2622,11,1,2,50,52,stochastic,left,0,2154.7699999064207,stochastic_optout,3.0,0.0
2623,11,1,2,50,60,stochastic,left,1,1191.744999960065,stochastic_optout,1.0,3.0
2624,11,1,2,60,50,none,right,1,921.85499984771,stochastic_optout,1.0,3.0
2625,11,1,2,60,50,stochastic,right,1,1242.0450001955032,stochastic_optout,1.0,3.0
2626,11,1,2,56,50,stochastic,right,1,1260.224999859929,stochastic_optout,2.0,3.0
2627,11,1,2,50,52,none,left,1,1297.2749997861683,stochastic_optout,3.0,3.0
2628,11,1,2,50,56,stochastic,left,0,1317.0300000347197,stochastic_optout,2.0,0.0
2629,11,1,2,50,60,stochastic,left,1,1840.5250003561375,stochastic_optout,1.0,3.0
2630,11,1,2,50,60,stochastic,left,1,2252.349999733269,stochastic_optout,1.0,3.0
2631,11,1,2,50,60,stochastic,left,1,1120.68000016734,stochastic_optout,1.0,3.0
2632,11,1,2,60,50,stochastic,right,1,1209.7449996508658,stochastic_optout,1.0,3.0
2633,11,1,2,50,52,none,left,1,10133.875000290573,stochastic_optout,3.0,3.0
2634,11,1,2,52,50,stochastic,right,1,1284.155000001192,stochastic_optout,3.0,3.0
2635,11,1,2,60,50,stochastic,right,1,1197.9549997486174,stochastic_optout,1.0,3.0
2636,11,1,2,60,50,none,right,1,756.800000090152,stochastic_optout,1.0,3.0
2637,11,1,2,56,50,stochastic,right,1,1011.194999795407,stochastic_optout,2.0,3.0
2638,11,1,2,50,56,none,left,1,1350.709999911487,stochastic_optout,2.0,3.0
2639,11,1,2,50,56,none,left,1,1304.9249998293817,stochastic_optout,2.0,3.0
2640,12,1,2,50,56,deterministic,left,1,578.0,deterministic_optout,2.0,3.0
2641,12,1,2,60,50,none,right,1,1142.0,deterministic_optout,1.0,3.0
2642,12,1,2,52,50,none,right,0,599.0,deterministic_optout,3.0,0.0
2643,12,1,2,52,50,deterministic,right,1,858.0,deterministic_optout,3.0,3.0
2644,12,1,2,60,50,deterministic,right,1,1107.0,deterministic_optout,1.0,3.0
2645,12,1,2,64,50,deterministic,right,1,796.0,deterministic_optout,0.0,3.0
2646,12,1,2,60,50,none,right,1,672.0,deterministic_optout,1.0,3.0
2647,12,1,2,50,64,none,left,1,587.0,deterministic_optout,0.0,3.0
2648,12,1,2,56,50,none,right,1,816.0,deterministic_optout,2.0,3.0
2649,12,1,2,60,50,deterministic,right,1,2197.0,deterministic_optout,1.0,3.0
2650,12,1,2,50,56,deterministic,left,1,637.0,deterministic_optout,2.0,3.0
2651,12,1,2,50,60,deterministic,left,1,735.0,deterministic_optout,1.0,3.0
2652,12,1,2,50,52,deterministic,left,1,864.0,deterministic_optout,3.0,3.0
2653,12,1,2,50,64,deterministic,left,1,681.0,deterministic_optout,0.0,3.0
2654,12,1,2,50,60,deterministic,optout,False,1101.0,deterministic_optout,1.0,2.0
2655,12,1,2,50,56,none,left,0,1637.0,deterministic_optout,2.0,0.0
2656,12,1,2,50,64,deterministic,left,0,1095.0,deterministic_optout,0.0,0.0
2657,12,1,2,52,50,none,right,1,1773.0,deterministic_optout,3.0,3.0
2658,12,1,2,50,60,deterministic,left,1,654.0,deterministic_optout,1.0,3.0
2659,12,1,2,50,52,deterministic,left,1,885.0,deterministic_optout,3.0,3.0
2660,12,1,2,50,56,deterministic,optout,False,1056.0,deterministic_optout,2.0,2.0
2661,12,1,2,56,50,deterministic,right,1,614.0,deterministic_optout,2.0,3.0
2662,12,1,2,50,60,none,left,1,934.0,deterministic_optout,1.0,3.0
2663,12,1,2,50,60,deterministic,left,1,632.0,deterministic_optout,1.0,3.0
2664,12,1,2,60,50,deterministic,right,1,825.0,deterministic_optout,1.0,3.0
2665,12,1,2,50,60,none,left,0,1539.0,deterministic_optout,1.0,0.0
2666,12,1,2,52,50,deterministic,right,0,675.0,deterministic_optout,3.0,0.0
2667,12,1,2,64,50,deterministic,right,1,641.0,deterministic_optout,0.0,3.0
2668,12,1,2,64,50,deterministic,right,1,641.0,deterministic_optout,0.0,3.0
2669,12,1,2,56,50,none,right,0,1390.0,deterministic_optout,2.0,0.0
2670,12,1,2,60,50,deterministic,right,1,636.0,deterministic_optout,1.0,3.0
2671,12,1,2,52,50,deterministic,optout,False,1200.0,deterministic_optout,3.0,2.0
2672,12,1,2,60,50,deterministic,right,1,589.0,deterministic_optout,1.0,3.0
2673,12,1,2,50,64,deterministic,left,1,486.0,deterministic_optout,0.0,3.0
2674,12,1,2,56,50,none,right,1,1861.0,deterministic_optout,2.0,3.0
2675,12,1,2,50,64,deterministic,left,1,605.0,deterministic_optout,0.0,3.0
2676,12,1,2,52,50,none,right,0,794.0,deterministic_optout,3.0,0.0
2677,12,1,2,60,50,deterministic,right,1,626.0,deterministic_optout,1.0,3.0
2678,12,1,2,60,50,deterministic,right,0,842.0,deterministic_optout,1.0,0.0
2679,12,1,2,56,50,deterministic,optout,False,1232.0,deterministic_optout,2.0,2.0
2680,12,1,2,50,64,deterministic,left,1,622.0,deterministic_optout,0.0,3.0
2681,12,1,2,52,50,deterministic,right,0,705.0,deterministic_optout,3.0,0.0
2682,12,1,2,60,50,none,right,1,685.0,deterministic_optout,1.0,3.0
2683,12,1,2,52,50,none,right,0,914.0,deterministic_optout,3.0,0.0
2684,12,1,2,50,60,none,left,1,532.0,deterministic_optout,1.0,3.0
2685,12,1,2,64,50,deterministic,right,1,757.0,deterministic_optout,0.0,3.0
2686,12,1,2,64,50,none,right,1,620.0,deterministic_optout,0.0,3.0
2687,12,1,2,56,50,deterministic,right,1,859.0,deterministic_optout,2.0,3.0
2688,12,1,2,64,50,deterministic,optout,False,1245.0,deterministic_optout,0.0,2.0
2689,12,1,2,50,52,deterministic,left,0,1896.0,deterministic_optout,3.0,0.0
2690,12,1,2,50,52,deterministic,left,1,581.0,deterministic_optout,3.0,3.0
2691,12,1,2,64,50,none,right,1,614.0,deterministic_optout,0.0,3.0
2692,12,1,2,50,60,none,left,1,625.0,deterministic_optout,1.0,3.0
2693,12,1,2,50,60,deterministic,left,1,669.0,deterministic_optout,1.0,3.0
2694,12,1,2,50,60,deterministic,left,1,782.0,deterministic_optout,1.0,3.0
2695,12,1,2,50,56,deterministic,left,0,686.0,deterministic_optout,2.0,0.0
2696,12,1,2,64,50,none,right,1,542.0,deterministic_optout,0.0,3.0
2697,12,1,2,50,52,none,left,1,814.0,deterministic_optout,3.0,3.0
2698,12,1,2,50,56,deterministic,left,0,622.0,deterministic_optout,2.0,0.0
2699,12,1,2,50,52,none,left,1,1145.0,deterministic_optout,3.0,3.0
2700,12,1,2,50,64,none,left,1,1632.0,deterministic_optout,0.0,3.0
2701,12,1,2,64,50,deterministic,right,1,581.0,deterministic_optout,0.0,3.0
2702,12,1,2,50,64,deterministic,left,0,744.0,deterministic_optout,0.0,0.0
2703,12,1,2,50,52,none,left,0,1139.0,deterministic_optout,3.0,0.0
2704,12,1,2,52,50,deterministic,right,1,946.0,deterministic_optout,3.0,3.0
2705,12,1,2,50,56,none,left,0,2658.0,deterministic_optout,2.0,0.0
2706,12,1,2,52,50,deterministic,optout,False,899.0,deterministic_optout,3.0,2.0
2707,12,1,2,64,50,none,right,1,543.0,deterministic_optout,0.0,3.0
2708,12,1,2,50,64,none,left,1,647.0,deterministic_optout,0.0,3.0
2709,12,1,2,60,50,none,right,1,891.0,deterministic_optout,1.0,3.0
2710,12,1,2,60,50,deterministic,right,1,706.0,deterministic_optout,1.0,3.0
2711,12,1,2,50,64,deterministic,left,1,638.0,deterministic_optout,0.0,3.0
2712,12,1,2,52,50,deterministic,right,0,1105.0,deterministic_optout,3.0,0.0
2713,12,1,2,50,56,deterministic,optout,False,828.0,deterministic_optout,2.0,2.0
2714,12,1,2,64,50,deterministic,optout,False,1366.0,deterministic_optout,0.0,2.0
2715,12,1,2,56,50,deterministic,right,1,628.0,deterministic_optout,2.0,3.0
2716,12,1,2,56,50,deterministic,right,1,758.0,deterministic_optout,2.0,3.0
2717,12,1,2,50,64,none,left,1,756.0,deterministic_optout,0.0,3.0
2718,12,1,2,50,52,deterministic,optout,False,741.0,deterministic_optout,3.0,2.0
2719,12,1,2,56,50,none,right,1,738.0,deterministic_optout,2.0,3.0
2720,12,1,2,50,56,deterministic,left,1,1326.0,deterministic_optout,2.0,3.0
2721,12,1,2,50,56,none,left,1,1560.0,deterministic_optout,2.0,3.0
2722,12,1,2,50,64,none,left,1,607.0,deterministic_optout,0.0,3.0
2723,12,1,2,50,56,none,left,0,1633.0,deterministic_optout,2.0,0.0
2724,12,1,2,50,52,none,left,0,3000.0,deterministic_optout,3.0,0.0
2725,12,1,2,50,60,deterministic,left,1,559.0,deterministic_optout,1.0,3.0
2726,12,1,2,52,50,deterministic,optout,False,897.0,deterministic_optout,3.0,2.0
2727,12,1,2,56,50,deterministic,right,1,1435.0,deterministic_optout,2.0,3.0
2728,12,1,2,56,50,deterministic,right,0,1193.0,deterministic_optout,2.0,0.0
2729,12,1,2,50,64,deterministic,left,1,759.0,deterministic_optout,0.0,3.0
2730,12,1,2,50,52,deterministic,left,1,862.0,deterministic_optout,3.0,3.0
2731,12,1,2,50,64,deterministic,left,1,721.0,deterministic_optout,0.0,3.0
2732,12,1,2,50,52,deterministic,left,1,1104.0,deterministic_optout,3.0,3.0
2733,12,1,2,50,56,deterministic,optout,False,908.0,deterministic_optout,2.0,2.0
2734,12,1,2,50,52,deterministic,left,0,704.0,deterministic_optout,3.0,0.0
2735,12,1,2,60,50,deterministic,right,1,1122.0,deterministic_optout,1.0,3.0
2736,12,1,2,56,50,deterministic,right,0,871.0,deterministic_optout,2.0,0.0
2737,12,1,2,50,56,deterministic,left,1,775.0,deterministic_optout,2.0,3.0
2738,12,1,2,50,60,deterministic,left,1,680.0,deterministic_optout,1.0,3.0
2739,12,1,2,52,50,deterministic,right,1,1036.0,deterministic_optout,3.0,3.0
2740,12,1,2,50,60,deterministic,optout,False,783.0,deterministic_optout,1.0,2.0
2741,12,1,2,56,50,deterministic,right,1,660.0,deterministic_optout,2.0,3.0
2742,12,1,2,50,56,deterministic,left,0,977.0,deterministic_optout,2.0,0.0
2743,12,1,2,64,50,deterministic,right,1,770.0,deterministic_optout,0.0,3.0
2744,12,1,2,52,50,deterministic,right,1,788.0,deterministic_optout,3.0,3.0
2745,12,1,2,56,50,deterministic,optout,False,792.0,deterministic_optout,2.0,2.0
2746,12,1,2,56,50,none,right,1,1110.0,deterministic_optout,2.0,3.0
2747,12,1,2,60,50,deterministic,right,1,752.0,deterministic_optout,1.0,3.0
2748,12,1,2,50,52,deterministic,optout,False,1068.0,deterministic_optout,3.0,2.0
2749,12,1,2,64,50,deterministic,right,1,639.0,deterministic_optout,0.0,3.0
2750,12,1,2,50,56,none,left,1,1118.0,deterministic_optout,2.0,3.0
2751,12,1,2,60,50,none,right,1,628.0,deterministic_optout,1.0,3.0
2752,12,1,2,64,50,deterministic,right,1,743.0,deterministic_optout,0.0,3.0
2753,12,1,2,50,64,deterministic,optout,False,4896.0,deterministic_optout,0.0,2.0
2754,12,1,2,50,52,none,left,0,569.0,deterministic_optout,3.0,0.0
2755,12,1,2,50,52,deterministic,left,0,642.0,deterministic_optout,3.0,0.0
2756,12,1,2,64,50,none,right,1,812.0,deterministic_optout,0.0,3.0
2757,12,1,2,50,60,deterministic,left,1,870.0,deterministic_optout,1.0,3.0
2758,12,1,2,52,50,none,right,0,1171.0,deterministic_optout,3.0,0.0
2759,12,1,2,50,60,none,left,1,1000.0,deterministic_optout,1.0,3.0
2760,12,1,2,50,56,stochastic,left,1,1373.0,stochastic_optout,2.0,3.0
2761,12,1,2,60,50,none,right,1,3642.0,stochastic_optout,1.0,3.0
2762,12,1,2,50,56,none,left,1,1027.0,stochastic_optout,2.0,3.0
2763,12,1,2,50,52,stochastic,left,1,3072.0,stochastic_optout,3.0,3.0
2764,12,1,2,52,50,none,right,1,5178.0,stochastic_optout,3.0,3.0
2765,12,1,2,60,50,stochastic,right,1,1241.0,stochastic_optout,1.0,3.0
2766,12,1,2,50,64,stochastic,left,1,3934.0,stochastic_optout,0.0,3.0
2767,12,1,2,52,50,stochastic,right,0,2330.0,stochastic_optout,3.0,0.0
2768,12,1,2,60,50,none,right,1,1250.0,stochastic_optout,1.0,3.0
2769,12,1,2,64,50,stochastic,right,1,2881.0,stochastic_optout,0.0,3.0
2770,12,1,2,60,50,stochastic,right,1,3598.0,stochastic_optout,1.0,3.0
2771,12,1,2,60,50,none,right,0,4982.0,stochastic_optout,1.0,0.0
2772,12,1,2,50,56,stochastic,left,1,625.0,stochastic_optout,2.0,3.0
2773,12,1,2,50,64,stochastic,left,1,674.0,stochastic_optout,0.0,3.0
2774,12,1,2,50,60,stochastic,left,1,738.0,stochastic_optout,1.0,3.0
2775,12,1,2,50,60,stochastic,left,1,618.0,stochastic_optout,1.0,3.0
2776,12,1,2,50,64,none,left,1,670.0,stochastic_optout,0.0,3.0
2777,12,1,2,50,64,stochastic,left,1,627.0,stochastic_optout,0.0,3.0
2778,12,1,2,52,50,stochastic,optout,False,805.0,stochastic_optout,3.0,3.0
2779,12,1,2,50,60,stochastic,optout,False,1019.0,stochastic_optout,1.0,3.0
2780,12,1,2,52,50,stochastic,optout,False,1215.0,stochastic_optout,3.0,3.0
2781,12,1,2,50,60,stochastic,left,1,672.0,stochastic_optout,1.0,3.0
2782,12,1,2,64,50,none,right,1,659.0,stochastic_optout,0.0,3.0
2783,12,1,2,50,60,none,left,1,658.0,stochastic_optout,1.0,3.0
2784,12,1,2,64,50,stochastic,right,0,1269.0,stochastic_optout,0.0,0.0
2785,12,1,2,60,50,stochastic,optout,False,868.0,stochastic_optout,1.0,3.0
2786,12,1,2,50,56,stochastic,left,1,707.0,stochastic_optout,2.0,3.0
2787,12,1,2,56,50,stochastic,optout,False,1168.0,stochastic_optout,2.0,3.0
2788,12,1,2,50,60,none,left,1,657.0,stochastic_optout,1.0,3.0
2789,12,1,2,50,60,stochastic,left,1,563.0,stochastic_optout,1.0,3.0
2790,12,1,2,52,50,none,right,0,1027.0,stochastic_optout,3.0,0.0
2791,12,1,2,64,50,none,right,1,2164.0,stochastic_optout,0.0,3.0
2792,12,1,2,50,52,stochastic,optout,False,1058.0,stochastic_optout,3.0,0.0
2793,12,1,2,56,50,none,right,0,626.0,stochastic_optout,2.0,0.0
2794,12,1,2,50,56,stochastic,left,1,625.0,stochastic_optout,2.0,3.0
2795,12,1,2,60,50,none,right,1,646.0,stochastic_optout,1.0,3.0
2796,12,1,2,52,50,stochastic,optout,False,1259.0,stochastic_optout,3.0,0.0
2797,12,1,2,50,56,none,left,1,685.0,stochastic_optout,2.0,3.0
2798,12,1,2,52,50,stochastic,optout,False,1669.0,stochastic_optout,3.0,3.0
2799,12,1,2,50,52,stochastic,left,1,1094.0,stochastic_optout,3.0,3.0
2800,12,1,2,50,60,none,left,0,2320.0,stochastic_optout,1.0,0.0
2801,12,1,2,60,50,stochastic,right,1,929.0,stochastic_optout,1.0,3.0
2802,12,1,2,64,50,none,right,1,727.0,stochastic_optout,0.0,3.0
2803,12,1,2,64,50,stochastic,right,1,1277.0,stochastic_optout,0.0,3.0
2804,12,1,2,50,60,none,left,1,612.0,stochastic_optout,1.0,3.0
2805,12,1,2,56,50,none,right,1,1280.0,stochastic_optout,2.0,3.0
2806,12,1,2,52,50,none,right,1,624.0,stochastic_optout,3.0,3.0
2807,12,1,2,64,50,stochastic,right,1,778.0,stochastic_optout,0.0,3.0
2808,12,1,2,64,50,stochastic,optout,False,703.0,stochastic_optout,0.0,3.0
2809,12,1,2,50,60,stochastic,left,1,617.0,stochastic_optout,1.0,3.0
2810,12,1,2,50,56,stochastic,left,0,795.0,stochastic_optout,2.0,0.0
2811,12,1,2,60,50,stochastic,right,1,640.0,stochastic_optout,1.0,3.0
2812,12,1,2,50,56,stochastic,left,1,1121.0,stochastic_optout,2.0,3.0
2813,12,1,2,56,50,stochastic,right,1,679.0,stochastic_optout,2.0,3.0
2814,12,1,2,64,50,none,right,1,1073.0,stochastic_optout,0.0,3.0
2815,12,1,2,50,56,none,left,0,2518.0,stochastic_optout,2.0,0.0
2816,12,1,2,50,52,none,left,1,875.0,stochastic_optout,3.0,3.0
2817,12,1,2,50,52,stochastic,optout,False,876.0,stochastic_optout,3.0,3.0
2818,12,1,2,50,52,stochastic,left,0,1561.0,stochastic_optout,3.0,0.0
2819,12,1,2,50,64,none,left,1,738.0,stochastic_optout,0.0,3.0
2820,12,1,2,52,50,stochastic,optout,False,1073.0,stochastic_optout,3.0,3.0
2821,12,1,2,50,52,stochastic,optout,False,1012.0,stochastic_optout,3.0,3.0
2822,12,1,2,56,50,none,right,1,771.0,stochastic_optout,2.0,3.0
2823,12,1,2,50,56,none,left,1,1149.0,stochastic_optout,2.0,3.0
2824,12,1,2,50,52,none,left,1,1280.0,stochastic_optout,3.0,3.0
2825,12,1,2,50,60,none,left,1,600.0,stochastic_optout,1.0,3.0
2826,12,1,2,56,50,stochastic,right,1,665.0,stochastic_optout,2.0,3.0
2827,12,1,2,50,56,none,left,0,1313.0,stochastic_optout,2.0,0.0
2828,12,1,2,50,56,stochastic,optout,False,1116.0,stochastic_optout,2.0,3.0
2829,12,1,2,52,50,stochastic,right,0,926.0,stochastic_optout,3.0,0.0
2830,12,1,2,50,52,none,left,0,601.0,stochastic_optout,3.0,0.0
2831,12,1,2,50,52,none,left,1,1081.0,stochastic_optout,3.0,3.0
2832,12,1,2,56,50,stochastic,right,1,682.0,stochastic_optout,2.0,3.0
2833,12,1,2,52,50,stochastic,optout,False,847.0,stochastic_optout,3.0,3.0
2834,12,1,2,56,50,stochastic,right,0,960.0,stochastic_optout,2.0,0.0
2835,12,1,2,56,50,stochastic,right,1,1077.0,stochastic_optout,2.0,3.0
2836,12,1,2,50,56,stochastic,left,1,794.0,stochastic_optout,2.0,3.0
2837,12,1,2,60,50,stochastic,right,1,592.0,stochastic_optout,1.0,3.0
2838,12,1,2,60,50,none,right,0,1360.0,stochastic_optout,1.0,0.0
2839,12,1,2,64,50,stochastic,right,1,630.0,stochastic_optout,0.0,3.0
2840,12,1,2,60,50,stochastic,right,1,636.0,stochastic_optout,1.0,3.0
